9,Q,9,Q,W
N,10,K,10,K
A,A,J,Q,A
9,J,N,A,9
10,N,9,J,K
J,N,Q,W,Q
J,A,K,N,10
10,9,W,A,N
10,W,10,J,10
9,W,K,Q,J
N,A,Q,N,Q
Q,10,N,9,J
A,J,N,N,A
9,K,J,10,A
A,A,A,9,10
10,A,10,N,K
N,J,A,N,J
J,A,Q,Q,N
N,10,N,J,N
K,K,Q,A,J
Q,9,N,N,N
9,N,10,K,K
A,K,J,N,Q
9,J,J,J,J
N,N,N,K,J
9,J,J,Q,A
9,Q,10,9,9
J,9,Q,K,9
A,K,A,10,A
A,A,N,N,9
N,9,Q,Q,K
A,9,9,Q,9
K,J,J,K,A
Q,J,A,Q,A
Q,10,9,A,A
K,Q,9,J,N
Q,K,K,Q,A
10,9,J,N,K
J,K,N,W,Q
N,N,A,Q,A
A,Q,J,Q,A
A,K,Q,A,K
K,A,9,K,N
9,10,A,N,10
A,A,10,Q,10
9,N,W,A,W
9,9,A,K,K
10,K,Q,A,J
N,K,N,Q,10
Q,A,A,J,A
10,J,Q,N,9
N,J,K,N,Q
Q,J,W,A,10
N,J,W,Q,10
A,9,A,W,A
9,10,N,9,A
K,10,A,9,W
J,Q,A,A,N
K,J,A,N,10
A,W,K,A,Q
N,9,10,Q,N
J,N,A,N,J
N,K,N,10,9
J,N,10,N,K
J,A,9,W,10
K,Q,J,N,K
N,10,9,Q,Q
J,W,9,K,Q
9,N,Q,Q,K
9,10,Q,A,A
N,J,A,K,W
J,J,N,N,A
A,10,N,J,9
J,J,10,N,W
Q,A,9,K,Q
Q,9,9,10,J
N,10,N,J,J
J,J,Q,Q,9
9,K,Q,10,N
K,9,W,J,10
N,Q,K,Q,9
K,A,10,N,10
K,10,N,9,A
A,A,K,K,J
N,K,10,Q,A
A,A,K,9,A
10,N,J,K,10
10,10,A,10,K
J,9,9,A,9
10,W,N,Q,Q
10,N,10,9,10
Q,W,W,W,10
9,9,J,10,10
J,A,10,A,9
J,K,K,10,9
10,N,9,K,A
Q,N,9,N,Q
N,N,N,9,N
J,A,K,K,Q
J,W,9,W,J
K,K,Q,10,9
10,J,10,N,K
10,N,N,10,W
A,W,A,J,J
N,N,N,J,J
Q,9,Q,9,K
K,K,N,J,10
9,A,10,K,Q
9,J,K,K,Q
9,A,9,10,Q
J,W,K,Q,Q
K,K,W,J,10
10,K,J,N,N
J,W,J,A,J
K,W,K,W,W
9,Q,K,10,W
A,A,Q,A,N
J,K,J,Q,N
9,N,10,W,10
N,J,W,10,N
N,K,A,A,Q
A,10,W,Q,K
Q,K,J,W,K
A,W,N,N,K
10,A,A,N,9
9,J,N,9,Q
A,10,W,10,J
K,10,Q,Q,A
9,K,Q,A,9
K,N,Q,W,9
9,K,Q,9,K
9,10,A,Q,10
Q,K,N,K,W
10,J,K,N,9
9,J,9,A,10
J,Q,9,9,10
10,K,9,A,10
N,K,Q,10,N
Q,J,Q,10,K
9,N,K,A,K
9,10,W,N,W
A,9,K,W,10
J,9,Q,A,Q
K,K,Q,J,10
N,10,9,N,10
9,9,N,J,K
10,Q,A,K,A
K,K,10,10,J
10,K,10,J,N
10,A,10,W,A
10,N,N,A,Q
Q,9,A,N,N
K,Q,10,N,A
9,10,K,N,Q
N,N,A,J,9
A,A,N,N,10
J,10,10,N,Q
N,9,A,K,N
9,9,A,A,N
J,A,N,9,N
9,Q,9,Q,W
A,N,Q,J,9
Q,N,W,W,W
Q,N,J,N,N
A,Q,A,10,W
N,N,J,K,J
K,N,N,Q,A
N,A,W,K,Q
10,9,9,Q,N
N,A,N,10,J
K,10,N,10,10
J,W,A,K,N
A,W,K,N,J
Q,9,10,A,A
N,N,K,N,W
Q,K,10,Q,N
10,9,10,W,W
N,10,N,W,W
J,Q,Q,9,A
Q,9,9,A,10
J,N,Q,N,W
10,J,9,A,J
K,10,K,A,10
A,N,10,N,N
J,J,A,J,A
A,N,N,9,Q
A,9,W,K,Q
J,10,10,A,J
N,9,10,J,J
K,J,J,A,N
10,9,A,A,K
A,9,9,W,N
N,K,K,J,W
Q,J,K,A,9
J,K,9,10,K
K,10,N,9,10
K,J,A,K,10
A,Q,10,W,W
A,9,W,N,J
10,A,A,A,Q
N,A,J,K,9
9,N,9,9,10
A,10,K,N,K
9,W,9,A,10
N,J,10,A,N
K,10,A,10,J
9,J,K,N,10
9,A,K,9,J
K,K,J,N,J
A,W,10,N,W
Q,N,K,W,N
N,N,N,J,A
J,N,10,Q,W
A,9,9,N,W
Q,A,A,N,J
Q,N,N,A,10
A,A,10,10,N
N,Q,A,N,9
N,N,Q,A,K
10,9,N,10,Q
N,9,J,Q,10
10,J,N,N,9
A,9,N,A,9
9,Q,N,J,9
K,K,9,10,A
Q,A,N,N,9
Q,A,Q,W,N
9,A,N,N,9
10,N,10,A,K
Q,Q,K,9,Q
10,J,A,10,K
N,N,Q,Q,10
J,9,N,A,N
10,10,Q,N,N
K,N,J,W,K
A,Q,A,N,9
K,N,K,W,W
N,J,A,9,K
10,J,A,A,10
A,Q,9,Q,Q
9,Q,10,W,J
K,9,N,K,N
10,A,Q,Q,10
A,A,K,Q,W
9,N,J,N,J
K,Q,10,K,K
A,N,W,A,W
9,N,J,A,9
N,K,J,J,Q
K,10,A,10,A
K,N,K,N,A
10,W,N,Q,9
9,N,J,10,9
10,N,J,A,N
K,N,W,J,K
9,10,9,K,K
N,J,Q,10,Q
A,A,9,10,N
Q,K,10,K,K
Q,A,A,J,W
Q,A,K,9,K
Q,J,K,N,N
Q,10,K,K,9
K,J,W,W,Q
Q,W,10,10,N
A,J,K,K,9
N,J,K,10,10
10,10,A,J,A
10,W,Q,A,W
N,J,N,J,K
A,K,9,K,K
10,W,W,N,K
A,Q,J,10,A
9,N,W,N,10
9,Q,J,9,Q
N,K,Q,N,W
K,K,N,J,N
A,N,N,K,K
J,10,J,10,9
10,Q,W,W,N
10,J,9,N,J
K,W,N,9,9
K,K,K,10,10
J,10,10,10,10
K,K,N,Q,N
N,A,9,W,Q
J,9,W,9,K
N,N,10,N,10
9,N,J,9,K
10,K,A,A,N
Q,N,N,10,K
9,J,N,10,N
N,K,K,W,9
Q,9,N,10,9
N,A,J,J,N
J,10,N,9,A
9,N,J,J,N
N,10,N,10,N
10,K,Q,10,9
J,N,J,Q,Q
K,K,W,A,A
9,W,N,W,J
K,N,K,9,W
10,10,K,N,N
N,A,A,Q,A
N,K,A,9,10
J,A,A,N,9
N,10,K,K,W
N,N,K,10,J
N,Q,10,A,J
N,Q,N,K,9
K,N,9,Q,Q
K,A,10,9,J
K,N,Q,A,10
10,A,J,A,N
10,N,10,J,A
N,A,9,10,Q
N,J,9,9,J
10,9,W,Q,10
K,W,W,J,10
Q,Q,A,Q,K
N,W,10,A,N
9,W,W,Q,9
N,N,10,A,N
K,N,K,J,10
Q,9,Q,9,N
Q,N,N,K,10
J,Q,Q,N,W
A,N,J,Q,10
9,9,9,Q,10
J,9,9,J,N
9,W,W,Q,9
Q,W,J,9,9
10,10,K,10,Q
10,10,J,N,J
Q,K,J,10,10
9,Q,9,9,10
A,10,N,N,A
Q,Q,10,Q,W
9,W,10,K,K
10,A,K,J,J
N,A,9,10,10
10,N,Q,W,J
N,K,W,Q,N
A,Q,10,K,W
N,N,J,9,Q
A,K,9,N,Q
A,N,9,K,9
N,J,J,N,Q
A,A,10,9,K
A,K,A,N,K
9,J,K,N,J
J,A,N,10,9
A,N,K,10,9
J,9,10,A,J
N,J,9,N,J
Q,W,N,Q,A
K,J,W,9,N
9,N,K,J,N
9,N,N,9,9
9,Q,J,Q,N
Q,Q,A,J,Q
N,N,J,A,10
N,J,10,J,9
J,Q,Q,10,9
K,K,N,K,N
J,J,J,10,N
9,9,A,J,J
10,K,9,N,J
Q,Q,N,10,Q
N,J,N,N,K
A,N,10,A,N
Q,K,W,J,Q
N,K,N,A,10
K,K,10,N,9
10,Q,Q,9,N
J,9,K,N,N
N,K,A,W,J
J,W,10,W,10
K,W,N,A,Q
Q,N,9,10,W
10,10,J,10,N
A,K,K,J,J
A,N,N,10,10
K,N,J,A,A
9,K,Q,N,10
9,10,W,10,10
Q,10,A,J,J
10,N,N,K,9
J,Q,9,A,A
10,10,Q,J,N
N,N,Q,10,9
N,J,Q,10,Q
J,9,J,Q,Q
10,J,9,J,N
K,J,K,N,9
10,A,9,9,W
K,N,A,K,K
K,N,K,N,K
A,J,A,J,K
A,J,9,K,N
N,10,N,N,9
N,Q,N,N,N
Q,10,Q,10,A
J,W,J,A,K
9,N,A,9,10
Q,9,A,N,N
10,K,Q,N,9
J,10,N,N,W
9,W,K,N,J
10,A,N,N,Q
J,10,10,10,W
A,Q,N,K,9
9,K,9,A,A
K,Q,10,10,K
Q,A,A,N,J
9,J,10,A,J
K,9,N,N,9
N,9,9,9,N
J,9,K,J,K
9,N,Q,9,A
J,J,Q,J,W
Q,10,A,W,W
9,K,K,N,A
Q,Q,N,Q,10
N,K,Q,10,J
10,K,J,K,A
10,10,N,J,K
9,10,9,W,A
K,W,N,K,Q
Q,A,10,K,9
J,10,K,J,N
Q,Q,Q,10,10
Q,9,10,J,A
10,J,Q,J,K
N,J,J,10,Q
K,W,N,K,N
J,A,10,10,K
10,J,K,J,K
Q,Q,K,10,Q
N,9,10,N,Q
J,J,W,K,N
A,Q,N,Q,K
N,K,9,K,A
N,Q,N,N,K
Q,J,9,A,10
Q,Q,W,N,A
A,N,10,K,J
K,N,K,10,K
J,N,N,Q,J
9,K,N,N,A
10,W,A,Q,9
N,10,N,N,A
N,K,J,K,K
N,9,K,9,J
9,W,Q,9,10
A,Q,J,J,Q
10,A,9,Q,J
K,N,N,Q,W
Q,10,10,J,N
10,N,N,A,10
N,J,9,A,K
Q,N,10,K,J
A,J,K,K,9
N,K,10,K,K
K,Q,Q,J,9
9,10,A,N,9
9,N,10,10,Q
10,9,J,10,Q
K,10,10,K,K
J,10,N,K,10
10,K,J,9,Q
10,K,9,Q,10
9,Q,A,10,N
K,J,Q,N,10
J,J,9,W,A
A,K,9,10,J
10,10,Q,A,N
Q,10,N,N,K
N,W,Q,10,A
N,Q,10,Q,Q
N,K,Q,9,N
J,W,J,9,J
N,Q,N,9,Q
A,K,Q,Q,J
K,K,J,A,Q
A,9,9,10,J
N,J,A,10,10
10,10,9,10,A
Q,A,A,Q,W
J,N,Q,J,N
K,W,10,K,J
A,10,K,N,A
9,N,9,Q,9
10,N,N,9,W
A,W,A,W,A
K,A,K,Q,K
Q,Q,J,N,Q
N,K,Q,9,W
J,A,Q,9,10
N,W,N,9,10
K,10,10,W,J
N,Q,N,9,N
A,W,N,J,9
N,A,J,Q,N
N,J,J,9,10
A,9,N,J,10
N,10,K,W,N
9,N,10,9,K
J,J,W,9,10
K,J,K,A,A
N,J,10,Q,N
N,10,N,9,A
N,10,J,Q,J
N,Q,10,A,Q
K,N,10,W,A
K,K,K,Q,Q
J,9,N,10,W
10,N,W,10,J
N,N,J,9,Q
J,9,10,9,A
Q,9,9,A,K
A,N,J,Q,N
N,N,W,W,A
A,N,J,A,Q
Q,Q,9,9,N
A,W,N,Q,N
N,N,Q,9,10
Q,W,K,N,N
N,9,N,J,Q
Q,Q,N,W,9
J,J,9,J,10
Q,N,A,A,10
K,9,9,N,10
J,J,A,10,10
A,10,N,10,A
K,Q,A,K,J
A,Q,N,W,10
K,N,A,Q,N
9,N,A,N,10
J,10,A,J,W
N,N,Q,K,10
9,N,J,9,9
Q,A,N,J,A
A,Q,Q,A,9
K,A,10,N,Q
A,9,K,10,K
9,10,A,N,A
A,Q,9,K,Q
K,9,10,9,N
A,10,10,10,K
Q,N,A,Q,A
N,10,J,N,9
9,Q,A,9,Q
10,J,J,10,A
N,W,A,K,A
J,N,9,W,N
9,10,10,K,9
J,A,J,K,9
10,Q,A,10,N
A,N,K,Q,A
Q,Q,K,N,9
N,A,A,N,K
K,10,N,N,N
A,10,Q,A,N
K,9,10,Q,Q
N,N,9,A,Q
N,J,10,N,A
10,A,A,9,9
N,Q,Q,W,K
N,10,Q,K,N
9,J,Q,N,Q
9,A,K,A,10
N,N,W,A,A
N,10,N,N,N
K,9,N,J,N
10,N,J,10,J
J,Q,K,10,J
N,K,10,W,9
N,N,Q,W,A
K,N,J,K,K
Q,A,N,W,10
9,J,N,N,J
10,A,10,K,A
N,N,9,A,K
K,10,K,N,J
N,9,9,A,Q
J,A,J,K,9
10,K,A,K,J
N,9,A,Q,A
K,J,10,J,N
Q,Q,10,10,J
9,9,Q,K,Q
A,N,W,9,10
K,10,10,Q,K
9,J,N,9,N
Q,N,J,J,9
J,W,A,N,10
N,N,N,N,A
Q,9,W,N,N
J,J,A,Q,9
J,N,Q,J,J
9,10,J,J,J
N,10,Q,K,J
10,N,9,W,W
J,K,N,J,Q
N,10,K,10,N
N,J,9,N,W
K,J,Q,N,N
10,Q,Q,Q,Q
A,N,10,N,N
A,W,N,A,A
Q,N,N,J,N
9,10,N,N,10
N,9,10,J,Q
J,J,9,9,10
N,9,J,Q,N
Q,A,10,A,Q
J,10,K,K,K
A,W,10,K,Q
K,N,10,Q,J
N,J,9,Q,9
J,K,10,10,N
Q,J,N,N,A
Q,10,A,10,W
N,J,Q,J,Q
10,9,J,10,K
N,N,J,N,K
N,K,9,W,N
J,K,K,A,Q
10,10,10,10,Q
10,N,N,J,K
N,10,Q,10,N
J,10,J,J,A
10,J,N,10,W
10,K,9,J,9
K,W,Q,J,Q
10,J,K,A,N
9,9,J,N,J
K,N,A,K,9
N,N,A,A,W
N,W,A,K,10
Q,10,J,J,W
10,K,K,9,9
J,W,W,A,N
N,N,J,9,K
N,A,K,Q,N
Q,K,J,A,9
9,A,Q,N,N
A,9,10,Q,A
A,A,Q,J,K
K,N,10,N,K
10,K,9,J,A
N,9,N,9,J
A,9,Q,K,N
10,J,A,K,J
J,Q,W,J,10
Q,J,A,J,9
9,N,W,A,N
K,N,W,9,A
N,A,N,K,10
Q,Q,10,9,K
J,N,N,K,J
9,10,N,9,N
A,10,N,K,Q
K,N,Q,10,N
10,J,9,A,A
Q,N,Q,K,W
A,K,J,W,K
A,9,Q,K,K
9,N,N,W,9
10,Q,K,10,K
N,10,Q,N,Q
9,N,9,9,N
A,10,J,N,A
A,A,J,10,J
N,Q,9,N,10
N,A,9,J,Q
A,Q,W,9,10
A,J,W,9,W
A,N,W,K,9
J,Q,J,9,J
K,Q,9,J,W
N,Q,10,K,9
N,N,J,Q,J
9,9,9,N,N
N,K,A,9,N
9,J,J,Q,N
K,Q,N,9,N
9,J,Q,K,9
K,9,N,J,J
9,9,J,Q,Q
A,W,J,K,N
A,K,N,A,10
N,K,10,Q,J
N,N,9,K,A
J,10,10,10,K
N,A,W,Q,N
10,N,10,10,9
10,N,J,Q,K
9,J,10,10,A
Q,N,10,A,W
N,W,K,10,Q
J,9,9,9,W
Q,9,10,Q,N
J,K,N,A,A
10,A,Q,W,N
10,9,N,N,9
Q,9,J,9,9
9,10,10,J,Q
Q,10,N,9,A
10,10,N,W,Q
Q,N,N,10,N
Q,J,K,K,J
K,Q,9,W,N
N,Q,J,9,9
K,N,N,10,K
A,9,N,J,N
A,W,K,N,9
J,Q,Q,Q,A
N,Q,N,N,A
N,10,N,K,9
N,K,10,9,K
N,Q,A,N,N
Q,Q,K,N,N
N,9,10,K,W
10,Q,K,A,9
K,10,9,10,K
K,K,10,J,Q
10,9,N,J,N
J,N,10,9,A
Q,Q,J,K,W
10,J,Q,J,10
N,N,A,9,A
A,A,Q,J,N
J,K,N,Q,N
9,9,W,J,J
9,A,N,9,N
J,A,Q,10,W
10,9,A,J,Q
9,K,9,9,10
Q,Q,K,10,N
Q,N,9,N,Q
Q,K,K,K,10
N,10,N,Q,N
N,10,Q,K,J
10,9,10,K,9
10,Q,J,9,Q
10,9,J,A,A
N,K,N,K,A
10,9,N,A,9
K,J,Q,N,J
10,N,K,10,10
9,9,J,10,A
Q,10,9,N,J
A,Q,W,K,N
J,Q,J,9,N
A,N,10,J,Q
Q,A,A,J,J
Q,N,W,N,10
N,K,N,A,N
10,W,K,J,10
10,K,N,A,10
Q,Q,9,N,Q
Q,Q,A,9,J
Q,A,J,9,K
Q,Q,10,N,Q
9,W,A,Q,10
J,J,J,9,J
A,K,J,J,N
10,A,10,N,10
N,10,K,A,N
J,A,Q,A,A
Q,9,N,Q,10
N,Q,A,9,9
K,N,9,J,Q
A,10,N,N,9
K,N,A,A,J
9,Q,A,10,10
A,K,W,N,J
J,W,W,Q,A
A,N,J,9,N
10,Q,9,10,A
N,Q,N,N,W
10,A,Q,K,J
K,Q,N,W,N
Q,Q,10,N,N
J,N,10,A,K
N,10,Q,J,Q
N,J,10,10,A
9,A,Q,J,K
10,K,Q,J,10
10,Q,9,N,K
10,K,W,Q,Q
N,9,Q,N,10
N,N,10,9,A
K,10,Q,Q,J
J,N,J,N,10
J,A,N,N,10
K,A,K,J,A
A,W,A,A,9
N,Q,10,N,K
J,10,9,N,N
K,10,N,K,10
9,J,A,9,N
N,Q,J,W,Q
K,Q,A,10,K
K,10,9,10,N
J,J,9,A,A
N,N,K,J,K
J,N,Q,J,10
10,K,J,W,Q
K,J,N,A,Q
N,A,K,K,J
Q,W,A,9,A
9,A,W,K,K
A,N,9,W,A
N,J,Q,A,Q
K,10,N,9,9
N,10,A,9,N
10,9,N,J,A
K,W,10,10,J
10,Q,N,N,J
K,10,A,N,9
J,A,Q,N,10
Q,10,10,N,W
J,9,N,10,Q
N,9,K,J,Q
Q,N,K,Q,9
Q,N,J,K,N
9,10,10,J,Q
9,A,10,Q,K
J,A,10,W,N
N,10,10,10,J
J,10,10,J,J
J,K,N,9,N
K,A,J,N,10
Q,K,K,K,K
Q,9,K,K,K
N,10,W,N,A
J,10,K,W,K
Q,A,N,K,N
K,10,W,J,10
Q,9,W,Q,10
10,10,K,W,9
K,W,N,10,W
Q,Q,J,K,9
N,N,N,9,K
10,W,10,10,N
Q,K,K,N,9
Q,9,A,9,N
A,9,10,J,K
10,9,A,N,J
Q,10,A,Q,N
K,A,K,W,9
9,N,W,Q,J
A,K,9,N,N
A,N,N,J,K
9,K,W,Q,W
Q,A,N,N,W
J,N,N,9,10
10,N,Q,A,10
9,Q,10,K,A
A,Q,10,W,A
J,J,K,N,J
K,9,A,W,J
9,Q,Q,Q,A
9,10,K,K,9
N,K,Q,J,K
J,N,10,Q,J
