J,10,Q,9,N
N,K,N,K,9
N,A,9,W,J
J,9,N,S,K
N,W,10,Q,Q
9,9,W,K,9
Q,N,Q,J,A
N,9,10,9,S
K,9,N,J,J
N,N,A,K,A
A,A,9,A,J
N,K,J,A,Q
N,K,N,N,10
A,N,9,10,A
A,W,9,J,A
N,J,W,K,K
N,J,J,A,N
A,J,9,K,K
A,K,J,W,J
J,Q,N,9,Q
N,J,N,9,S
A,A,Q,N,A
Q,N,S,N,9
A,N,9,9,S
K,N,A,J,J
Q,10,Q,Q,K
Q,K,S,N,Q
N,A,S,K,10
Q,10,A,N,S
K,J,A,10,N
A,S,9,Q,S
J,9,Q,A,A
A,J,Q,J,K
Q,S,N,J,N
10,A,10,10,S
N,N,N,Q,A
N,N,K,N,9
Q,A,9,A,10
J,W,S,K,K
K,10,S,A,N
N,S,10,Q,10
K,W,Q,A,A
Q,Q,J,9,S
10,A,K,N,10
N,K,A,K,J
J,W,10,A,W
J,A,W,S,N
A,S,K,N,Q
N,W,J,A,K
K,K,J,Q,10
J,10,S,Q,J
Q,Q,10,Q,K
K,K,S,A,J
K,Q,A,10,A
10,S,9,N,Q
9,K,J,Q,A
N,9,J,K,A
Q,A,Q,N,S
N,J,K,N,W
10,10,Q,A,N
N,A,N,K,A
10,N,10,S,S
J,N,Q,9,K
9,J,A,N,J
10,N,K,W,10
10,9,10,9,W
Q,S,9,9,N
K,K,10,A,A
N,9,J,W,N
10,Q,Q,A,K
9,K,9,S,N
10,J,Q,9,N
K,9,S,10,N
K,S,10,K,Q
N,10,K,A,J
A,10,S,K,W
J,Q,N,K,W
Q,A,S,W,K
J,A,A,W,A
9,9,S,J,J
J,S,K,J,A
10,9,9,10,J
N,9,Q,J,N
N,W,N,A,S
K,N,Q,J,J
9,10,9,10,9
Q,A,J,A,A
Q,A,J,K,10
N,J,Q,10,A
Q,S,S,9,A
10,A,S,N,A
Q,Q,10,9,S
9,N,K,S,Q
Q,S,K,S,A
9,N,W,N,N
N,10,J,J,S
10,K,A,K,A
A,K,A,W,A
10,J,K,A,A
A,J,A,J,N
Q,A,S,N,A
J,K,K,9,J
K,N,10,A,S
9,A,A,9,9
Q,J,N,A,9
Q,N,A,K,Q
N,Q,J,N,N
K,Q,Q,W,10
J,10,10,S,Q
10,J,K,10,J
K,W,J,9,K
9,Q,10,N,K
9,N,Q,K,Q
N,N,N,9,Q
9,10,J,K,9
9,Q,K,N,N
Q,S,10,9,N
A,S,Q,J,K
N,K,S,N,J
J,N,A,W,Q
10,10,9,9,W
A,Q,10,9,9
J,A,J,A,10
N,10,Q,J,N
N,J,S,9,K
J,J,A,10,K
9,S,A,10,J
J,9,9,N,Q
Q,A,J,J,S
Q,S,9,10,W
K,Q,S,S,J
10,10,A,A,J
J,10,10,A,A
J,J,N,W,N
A,J,S,S,N
J,K,N,10,K
N,10,10,A,10
10,A,S,W,K
10,J,W,Q,W
A,A,A,10,W
Q,J,S,A,9
A,Q,9,K,9
9,9,10,J,N
A,S,N,N,J
J,Q,S,J,N
J,J,10,K,A
N,10,Q,N,S
Q,9,10,A,J
Q,S,9,10,Q
J,S,10,A,J
K,K,A,10,A
K,N,K,Q,W
J,K,Q,10,S
A,N,N,A,N
J,N,N,A,Q
A,K,A,J,A
N,A,A,10,J
N,N,N,9,N
N,N,J,N,N
J,A,K,9,S
Q,W,K,N,N
K,Q,K,K,10
N,9,A,9,9
J,10,J,A,K
K,N,K,N,K
N,9,K,W,N
N,Q,A,10,J
10,S,K,J,N
9,J,K,W,N
9,W,J,S,K
A,9,N,10,A
N,Q,Q,A,Q
10,9,K,K,K
Q,K,A,10,9
10,N,S,N,J
N,N,W,9,9
Q,J,Q,Q,Q
A,A,10,10,S
K,W,N,N,9
J,Q,9,N,S
K,K,W,S,A
10,Q,N,9,9
A,S,J,W,W
K,K,J,J,K
9,Q,9,Q,K
N,J,W,S,N
10,N,K,A,10
J,S,N,J,S
J,S,S,N,N
9,Q,N,9,Q
Q,N,10,J,S
K,Q,Q,K,S
Q,10,K,N,K
N,9,K,10,A
A,10,S,10,N
Q,A,J,10,N
10,9,A,S,10
N,N,N,9,9
A,A,N,Q,A
N,N,J,A,Q
9,A,10,10,9
N,K,K,N,N
10,10,9,K,J
K,J,K,10,W
Q,K,10,N,10
K,N,K,S,J
Q,10,K,A,N
Q,9,A,9,J
N,Q,Q,N,N
N,N,J,N,S
A,K,10,Q,J
A,9,10,9,N
N,Q,A,Q,N
K,Q,W,K,A
A,W,N,9,9
Q,W,W,S,N
N,N,N,K,9
A,K,10,A,S
N,A,9,N,A
Q,Q,9,S,J
10,J,N,J,N
9,N,N,J,9
10,J,A,10,9
Q,Q,A,K,K
Q,N,10,9,Q
N,N,J,A,A
10,S,W,A,K
Q,S,K,N,N
9,K,K,N,S
10,A,K,Q,J
J,N,J,N,10
10,10,N,K,10
10,A,A,Q,10
A,J,9,J,W
A,K,N,A,Q
10,N,Q,K,Q
N,10,Q,W,N
A,N,N,A,N
A,N,J,K,10
N,K,9,A,Q
J,10,N,10,9
Q,K,10,Q,N
K,N,S,S,10
N,S,A,S,Q
N,S,N,9,W
K,K,S,N,S
10,N,N,J,A
K,N,9,J,9
Q,A,W,N,10
N,10,10,9,N
10,S,10,J,J
10,Q,N,S,J
N,S,Q,A,A
N,9,N,S,K
A,Q,W,J,S
A,9,S,10,S
10,10,N,W,9
10,W,W,10,A
N,J,9,N,10
10,W,A,J,W
A,K,9,W,9
J,9,N,K,N
K,9,9,10,K
9,10,N,9,N
10,N,S,J,9
9,Q,K,A,10
K,J,J,J,A
A,9,J,10,A
10,10,A,Q,9
N,J,K,9,W
N,S,A,N,K
9,N,9,Q,W
J,10,A,Q,9
J,10,J,N,S
N,N,A,N,J
9,J,K,Q,N
A,10,A,N,J
Q,S,10,W,N
9,S,N,N,Q
10,N,J,J,W
10,9,W,N,Q
N,N,Q,S,Q
K,A,9,N,J
Q,10,N,K,N
9,10,W,W,Q
K,N,J,S,J
J,N,9,A,W
10,N,N,Q,N
N,K,J,Q,S
Q,9,9,N,J
J,N,J,Q,Q
N,A,S,J,K
J,9,10,Q,N
A,Q,N,10,9
N,9,9,9,10
K,W,S,W,Q
9,Q,Q,J,10
N,N,J,N,A
K,W,W,Q,N
J,Q,K,9,Q
9,9,Q,K,S
9,W,K,J,10
K,K,9,N,A
K,10,9,W,A
N,A,J,A,S
A,Q,N,K,N
10,J,10,J,Q
10,Q,S,Q,K
A,10,9,10,10
N,10,N,S,J
10,S,S,K,A
J,S,10,K,W
A,9,N,A,K
K,S,9,W,Q
N,K,Q,9,K
9,10,10,J,10
K,S,Q,N,N
N,K,W,K,J
K,J,W,9,N
N,N,K,10,J
N,S,10,N,Q
9,9,N,9,A
N,A,A,Q,K
K,W,10,10,A
A,10,10,K,9
Q,A,10,10,10
J,N,W,W,A
A,N,J,J,9
A,10,Q,W,A
10,S,10,N,A
9,Q,10,N,K
9,J,J,N,Q
A,9,9,J,N
J,Q,N,10,A
J,Q,9,N,Q
9,K,J,9,J
Q,9,N,W,Q
J,K,9,W,S
9,A,Q,A,A
N,9,9,10,10
A,10,J,A,J
K,J,N,N,K
J,N,W,A,K
9,K,10,N,W
K,9,A,K,N
J,A,N,Q,K
10,S,N,N,N
10,J,9,Q,Q
K,S,9,Q,Q
9,S,10,S,K
K,K,N,9,10
9,10,J,J,10
9,N,A,J,K
Q,10,K,10,J
K,J,A,K,Q
10,Q,Q,9,Q
9,Q,W,S,Q
Q,A,9,N,10
N,9,A,Q,K
A,9,W,J,A
N,9,S,N,A
A,Q,W,Q,K
10,S,J,Q,S
9,9,K,J,N
A,Q,10,N,10
A,S,9,W,N
N,N,10,J,9
9,9,S,J,Q
K,10,K,N,N
10,10,J,9,A
10,K,N,N,Q
A,J,A,A,N
Q,N,S,S,K
N,Q,S,9,N
K,Q,W,N,A
K,N,J,S,J
A,10,J,J,10
J,J,K,10,10
10,K,10,J,Q
J,10,N,S,N
N,9,J,10,9
N,10,J,W,K
9,K,10,9,W
N,K,10,S,10
Q,N,Q,K,Q
9,N,10,10,9
K,W,A,J,10
9,S,A,10,Q
N,Q,9,10,W
9,Q,N,10,A
N,9,9,Q,N
J,W,N,Q,J
10,9,A,Q,N
10,N,9,A,S
N,10,J,K,W
K,S,A,J,10
10,A,Q,N,J
J,K,10,S,9
9,N,K,S,J
K,A,J,W,J
A,Q,10,N,W
10,N,9,Q,Q
A,9,S,9,Q
J,S,A,9,S
9,J,K,10,S
A,J,N,N,A
N,S,N,9,N
N,J,10,10,10
K,J,9,N,9
A,10,Q,S,Q
K,Q,S,N,9
Q,10,Q,A,A
Q,A,A,10,K
N,J,A,J,J
A,A,N,K,W
J,J,N,9,A
Q,W,9,S,N
10,S,9,J,N
A,K,N,J,10
10,S,10,10,S
10,J,N,A,10
K,A,Q,10,10
9,S,K,N,N
Q,N,S,Q,9
N,A,W,N,K
N,10,9,W,Q
N,Q,W,K,9
9,N,S,10,W
N,S,N,10,K
Q,J,W,K,N
10,A,Q,N,9
A,K,J,N,N
J,K,J,N,Q
K,N,S,A,J
9,9,10,K,A
J,J,A,Q,N
N,A,N,10,J
9,N,J,Q,A
9,10,N,N,A
A,A,10,S,J
N,J,S,A,N
K,K,N,9,Q
J,J,N,J,K
N,J,J,10,10
N,A,W,9,K
N,N,J,10,J
10,N,S,9,9
9,9,K,S,K
N,N,9,N,Q
9,N,A,10,N
N,Q,K,J,10
9,N,10,S,9
A,N,J,10,10
9,N,J,K,Q
N,9,W,J,10
A,N,9,10,N
10,S,W,A,N
K,J,A,10,W
10,K,W,N,10
J,J,N,J,10
N,W,J,Q,Q
J,N,J,Q,A
J,J,A,J,Q
A,Q,10,9,N
10,N,Q,K,S
N,N,10,10,W
9,10,S,9,A
N,A,N,S,J
N,9,Q,N,W
10,10,N,J,A
K,K,N,10,K
A,10,S,9,A
A,N,N,10,N
9,N,Q,S,J
A,10,10,N,K
J,10,Q,10,A
10,N,W,W,9
K,Q,W,N,10
N,K,J,10,W
N,N,N,Q,S
J,K,A,A,S
10,J,Q,N,Q
J,S,N,A,N
10,S,A,J,J
9,10,N,K,9
Q,N,S,9,K
10,Q,10,N,10
N,Q,N,N,Q
9,J,K,Q,S
K,N,J,Q,N
N,N,S,9,J
Q,Q,J,S,J
K,A,S,K,N
J,K,K,N,9
10,W,9,W,S
J,J,A,N,9
J,K,9,W,S
9,10,A,J,N
K,A,A,S,W
Q,W,A,W,9
9,K,A,Q,K
10,9,W,9,S
K,9,W,A,N
A,N,S,Q,9
Q,9,Q,10,J
J,A,K,9,S
Q,N,9,N,10
N,Q,J,W,N
N,S,N,K,N
N,10,Q,Q,K
K,9,10,N,N
A,9,10,10,W
9,Q,9,A,W
9,J,10,N,A
N,J,10,N,N
Q,A,Q,K,J
9,9,N,S,10
K,Q,10,Q,A
10,A,10,Q,N
9,S,J,N,A
10,10,Q,10,9
Q,Q,Q,N,9
Q,S,N,A,9
J,10,K,K,K
K,K,S,9,9
N,K,S,K,J
9,N,J,S,S
10,Q,9,9,N
K,10,K,10,K
N,10,A,K,J
10,10,10,A,J
A,N,N,9,A
10,Q,9,N,N
9,N,K,W,10
N,N,N,9,J
Q,10,J,N,Q
9,N,Q,Q,10
K,Q,W,Q,N
Q,Q,N,10,K
Q,A,10,A,N
K,9,N,10,N
Q,A,N,K,9
N,10,S,10,J
10,Q,K,A,Q
J,9,Q,N,9
N,N,9,S,10
N,Q,Q,S,10
A,W,9,N,10
N,J,A,W,N
N,A,K,10,9
N,J,10,K,A
A,10,W,K,10
Q,Q,S,J,9
9,Q,K,N,S
K,W,10,9,9
9,K,W,9,N
A,10,N,S,J
A,N,N,N,N
9,10,J,J,N
K,A,N,K,9
10,K,Q,K,W
Q,K,Q,J,Q
N,N,J,N,9
N,N,10,A,S
10,J,J,9,A
10,S,S,9,N
N,A,N,10,K
Q,A,Q,9,K
10,9,Q,Q,Q
A,A,10,A,K
Q,K,W,9,Q
A,10,A,K,9
10,S,W,Q,K
J,A,9,Q,N
9,N,J,A,J
A,N,J,K,S
N,10,9,10,Q
Q,K,9,10,N
10,A,10,N,J
Q,A,9,10,N
N,K,Q,A,N
Q,Q,10,N,Q
A,Q,N,10,10
Q,10,10,N,10
A,Q,10,N,A
N,K,S,N,S
Q,N,K,K,K
9,N,9,S,10
K,W,Q,Q,9
K,9,J,J,A
N,N,9,9,9
Q,N,9,J,Q
N,10,K,A,J
9,Q,K,10,W
K,10,Q,Q,9
N,W,Q,S,K
9,Q,10,K,K
A,N,N,N,A
N,Q,9,N,N
N,Q,K,9,N
Q,9,K,J,Q
10,A,Q,J,J
J,A,9,S,Q
K,N,Q,W,S
J,N,A,N,N
N,Q,Q,N,Q
9,9,J,Q,A
10,9,S,K,K
9,N,Q,A,10
K,K,Q,N,J
10,J,A,10,K
A,N,N,S,10
10,J,N,S,Q
J,J,N,K,K
K,A,J,S,A
K,A,N,K,A
A,K,A,J,10
A,Q,A,N,9
A,9,Q,Q,N
J,J,K,N,N
10,10,A,9,N
A,S,A,10,10
10,N,10,Q,W
N,Q,N,S,J
9,A,S,N,N
9,N,10,10,10
A,10,S,N,N
9,A,J,9,S
K,9,S,A,N
K,N,J,9,W
K,N,9,N,J
Q,A,S,S,N
9,W,9,K,10
A,A,Q,A,Q
A,W,J,Q,9
10,10,9,N,N
