Q,N,N,K,J
A,J,K,K,9
N,K,10,K,K
K,Q,Q,J,9
9,N,A,N,9
9,N,10,10,Q
10,9,J,10,N
K,10,10,K,K
J,10,N,K,10
10,K,J,9,Q
10,K,9,Q,10
N,N,A,10,N
K,J,N,N,10
J,J,9,W,A
A,K,9,10,J
10,10,Q,A,N
N,10,N,N,K
N,W,N,10,A
N,Q,10,Q,Q
N,K,N,9,N
J,W,J,9,J
N,Q,N,9,Q
A,K,N,Q,J
K,K,J,A,Q
A,9,9,10,J
N,J,A,10,10
10,10,9,10,A
Q,A,A,N,W
J,N,Q,J,N
K,W,10,K,N
A,10,K,N,A
N,N,9,Q,9
10,N,N,9,W
A,W,N,W,A
K,A,K,Q,K
Q,Q,J,N,Q
N,N,Q,9,W
J,A,Q,9,10
N,W,N,9,10
K,10,N,W,J
N,Q,N,N,N
A,W,N,J,N
N,N,J,N,N
N,N,J,9,10
A,9,N,J,N
N,10,K,W,N
N,N,10,9,K
N,J,W,9,10
K,J,K,A,A
N,J,10,Q,N
N,10,N,9,A
N,10,J,Q,J
N,Q,10,A,Q
K,N,10,W,A
K,K,K,Q,Q
J,9,N,10,W
10,N,N,10,J
N,N,N,9,N
J,9,10,9,A
Q,9,9,A,K
A,N,J,N,N
N,N,W,W,A
A,N,J,A,Q
Q,Q,9,9,N
A,W,N,Q,N
N,N,Q,9,10
Q,W,K,N,N
N,9,N,J,Q
Q,Q,N,W,9
N,J,9,J,10
Q,N,A,N,10
K,9,9,N,10
J,J,A,10,10
A,10,N,10,A
K,Q,A,K,J
A,Q,N,W,10
K,N,A,Q,N
9,N,A,N,10
J,10,A,J,W
N,N,Q,K,10
9,N,N,9,9
Q,A,N,N,A
A,Q,Q,A,N
K,A,10,N,Q
A,9,K,N,K
9,10,A,N,A
A,Q,9,N,Q
K,9,10,9,N
A,10,10,10,K
Q,N,A,Q,N
N,10,J,N,9
9,Q,A,9,Q
10,J,J,10,A
N,W,A,K,A
J,N,9,W,N
N,10,10,K,9
J,A,J,K,9
10,Q,A,10,N
A,N,N,Q,N
Q,Q,K,N,N
N,A,A,N,K
K,10,N,N,N
N,N,Q,A,N
N,9,10,Q,Q
N,N,9,N,Q
N,J,10,N,A
10,A,A,9,9
N,N,Q,W,K
N,10,Q,K,N
9,J,Q,N,Q
9,A,K,A,10
N,N,W,A,A
N,10,N,N,N
K,N,N,J,N
10,N,J,10,J
J,Q,K,N,J
N,K,10,N,9
N,N,Q,W,A
K,N,J,K,K
Q,A,N,W,10
9,J,N,N,J
10,A,10,K,A
N,N,9,A,K
K,10,K,N,J
N,9,9,A,Q
J,A,J,N,9
10,K,A,K,J
N,9,A,Q,A
K,J,10,J,N
Q,Q,10,10,J
9,9,Q,K,N
A,N,W,9,10
K,10,10,Q,K
N,J,N,9,N
Q,N,J,J,9
J,W,A,N,10
N,N,N,N,N
N,9,W,N,N
N,J,A,Q,N
N,N,N,J,J
9,10,J,J,J
N,10,Q,K,J
10,N,9,W,W
J,K,N,J,Q
N,10,K,10,N
N,N,9,N,W
K,J,Q,N,N
10,Q,Q,Q,Q
A,N,10,N,N
A,W,N,A,A
Q,N,N,J,N
9,10,N,N,10
N,9,10,J,Q
J,J,9,9,10
N,9,J,Q,N
Q,A,10,A,Q
J,10,K,K,K
A,W,N,K,Q
K,N,10,Q,J
N,J,9,Q,9
J,K,N,10,N
N,J,N,N,A
Q,10,A,10,W
N,J,Q,J,Q
10,9,N,10,K
N,N,N,N,K
N,K,9,W,N
J,K,K,A,Q
10,10,10,N,Q
10,N,N,J,N
N,N,Q,10,N
J,10,N,J,A
10,J,N,N,W
10,K,9,J,9
K,W,N,J,Q
10,J,K,A,N
N,9,J,N,J
K,N,N,K,9
N,N,A,A,W
N,W,N,K,10
Q,N,J,J,W
10,K,K,9,9
J,W,N,A,N
N,N,J,9,K
N,A,K,Q,N
Q,K,J,A,9
9,A,Q,N,N
A,9,10,Q,A
A,A,Q,J,K
K,N,10,N,K
10,K,9,N,A
N,9,N,N,N
N,N,Q,K,N
10,J,A,K,J
J,Q,W,J,10
Q,J,A,N,9
9,N,W,A,N
K,N,W,9,A
N,A,N,K,10
N,Q,10,9,N
J,N,N,K,J
9,10,N,9,N
A,10,N,K,Q
K,N,Q,10,N
10,J,N,A,A
Q,N,Q,K,W
A,K,J,W,K
A,9,N,K,K
9,N,N,W,9
10,Q,K,10,K
N,10,Q,N,Q
9,N,N,9,N
N,N,J,N,A
A,A,J,10,J
N,Q,9,N,10
N,A,9,J,Q
A,Q,W,9,10
A,J,W,9,W
A,N,W,K,9
J,Q,J,9,J
K,Q,9,J,W
N,Q,10,K,9
N,N,J,Q,J
9,9,9,N,N
N,K,A,9,N
9,J,J,Q,N
K,Q,N,N,N
9,J,Q,K,9
K,9,N,J,J
9,9,J,Q,Q
A,W,J,N,N
A,K,N,A,N
N,K,10,Q,J
N,N,9,N,A
J,10,10,10,K
N,N,W,N,N
10,N,10,10,9
10,N,J,Q,N
9,J,10,10,A
Q,N,10,A,W
N,N,K,10,Q
J,9,9,9,W
Q,9,10,Q,N
J,K,N,A,A
10,A,Q,W,N
10,9,N,N,9
Q,9,J,9,9
9,10,10,J,Q
Q,10,N,9,A
10,10,N,W,Q
Q,N,N,10,N
Q,N,K,K,J
N,Q,9,W,N
N,Q,J,9,9
K,N,N,10,K
A,N,N,J,N
A,N,N,N,9
J,Q,Q,Q,A
N,Q,N,N,A
N,10,N,K,9
N,K,10,9,K
N,Q,A,N,N
Q,Q,N,N,N
N,9,10,K,W
10,Q,K,A,9
K,10,9,10,K
K,K,N,J,Q
N,9,N,J,N
J,N,N,9,A
Q,Q,N,K,W
10,J,Q,J,10
N,N,A,9,A
A,A,Q,J,N
J,K,N,Q,N
9,9,W,J,J
9,A,N,9,N
J,A,Q,10,W
10,9,A,J,N
9,K,9,N,10
N,Q,K,N,N
Q,N,9,N,Q
Q,K,K,K,10
N,10,N,Q,N
N,10,Q,N,J
10,9,10,K,9
N,Q,J,9,Q
10,9,J,A,A
N,K,N,K,A
10,9,N,A,9
K,J,Q,N,J
N,N,K,10,10
9,9,N,N,A
Q,10,N,N,J
A,Q,W,K,N
J,Q,J,9,N
N,N,10,J,Q
Q,N,A,J,J
N,N,W,N,10
N,K,N,A,N
10,W,K,J,10
N,K,N,A,10
Q,Q,9,N,Q
N,Q,A,9,N
Q,A,J,9,K
Q,Q,N,N,Q
9,N,A,Q,10
J,J,J,9,J
A,K,J,J,N
10,A,10,N,10
N,10,K,N,N
J,A,Q,N,N
Q,9,N,Q,10
N,Q,A,9,9
K,N,9,J,Q
A,10,N,N,N
K,N,A,A,J
9,Q,A,10,10
A,K,W,N,J
J,N,N,Q,A
A,N,J,9,N
10,Q,9,10,A
N,Q,N,N,W
10,A,Q,K,J
K,Q,N,W,N
Q,N,10,N,N
J,N,10,A,K
N,10,Q,J,Q
N,J,10,10,N
9,A,Q,J,K
10,K,N,J,10
10,Q,9,N,K
10,K,W,Q,Q
N,9,Q,N,10
N,N,10,9,A
N,N,Q,N,J
J,N,J,N,10
J,A,N,N,10
K,A,K,J,N
A,W,A,A,9
N,Q,10,N,K
J,10,9,N,N
K,N,N,K,10
9,N,A,9,N
N,Q,J,W,Q
K,Q,A,10,K
K,10,9,10,N
J,J,9,N,A
N,N,K,J,K
N,N,Q,J,10
10,K,J,W,Q
N,J,N,A,Q
N,A,K,K,J
Q,W,A,9,A
9,A,W,K,K
A,N,9,W,A
N,J,Q,N,Q
K,N,N,9,N
N,10,A,9,N
10,9,N,J,A
K,W,N,10,J
10,N,N,N,J
K,10,A,N,9
J,A,Q,N,10
Q,10,10,N,W
J,9,N,10,Q
N,N,K,J,N
Q,N,K,Q,9
Q,N,J,K,N
9,N,10,J,Q
9,A,10,Q,K
J,A,10,W,N
N,N,10,10,J
J,10,10,N,N
J,K,N,9,N
K,A,N,N,10
Q,K,K,K,K
N,9,K,K,N
N,10,W,N,A
J,10,K,W,K
Q,A,N,K,N
N,10,W,J,10
Q,9,W,Q,10
10,10,K,W,9
K,W,N,10,W
Q,Q,J,K,9
N,N,N,9,K
10,W,10,10,N
Q,K,K,N,9
Q,9,A,9,N
A,9,10,N,K
10,9,A,N,J
Q,10,A,Q,N
K,A,K,W,9
9,N,W,Q,J
A,K,9,N,N
A,N,N,N,K
9,K,W,Q,W
Q,A,N,N,W
J,N,N,9,10
10,N,Q,A,10
N,Q,10,K,A
A,Q,10,W,A
J,J,K,N,J
K,9,A,W,N
9,Q,Q,Q,A
9,10,K,K,9
N,K,Q,J,N
J,N,10,Q,J
